S_No,REGION,COUNTY,SUB_COUNTY,UIC,KNEC,SCHOOL_NAME,CLUSTER,TYPE,DISABILITY_TYPE,ACCOMMODATION_TYPE,GENDER
6413,CENTRAL,MURANG'A,MATHIOYA,2JXY,10228104,MIORO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6414,CENTRAL,MURANG'A,MATHIOYA,RD5H,10228101,NJUMBI HIGH SCHOOL,C2,PUBLIC,NONE,BOARDING,MIXED
6415,CENTRAL,MURANG'A,MATHIOYA,8CHN,10228306,RUNYEKI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6416,CENTRAL,MURANG'A,MATHIOYA,RVDB,10228401,ST. ANGELA KIRIA-INI GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
6417,CENTRAL,MURANG'A,MATHIOYA,2TVW,10228208,ST. PHILIP GIKINDU SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6418,CENTRAL,MURANG'A,MATHIOYA,CHKQ,10228202,THUITA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6419,CENTRAL,MURANG'A,MATHIOYA,J3N7,10228201,WAHUNDURA HIGH SCHOOL,C3,PUBLIC,NONE,BOARDING,MIXED
6420,CENTRAL,MURANG'A,MATHIOYA,5M7J,10228209,WAHUNDURA MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6421,CENTRAL,MURANG'A,MATHIOYA,U9ED,10228309,YAKARENGO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6497,NAIROBI,NAIROBI,DAGORETTI,JKBF,20405048,BETH MUGO HIGH SCHOOL,C4,PUBLIC,NONE,BOARDING,MIXED
6498,NAIROBI,NAIROBI,DAGORETTI,4TBK,20405001,DAGORETTI HIGH,C2,PUBLIC,NONE,DAY,MIXED
6499,NAIROBI,NAIROBI,DAGORETTI,M2WQ,20405009,DAGORETTI MIXED,C4,PUBLIC,NONE,DAY,MIXED
6500,NAIROBI,NAIROBI,DAGORETTI,3DJB,20405156,KAGIRA MIXED SEC SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6501,NAIROBI,NAIROBI,DAGORETTI,3KSM,20400001,LENANA SCHOOL,C1,PUBLIC,NONE,DAY,MIXED
6502,NAIROBI,NAIROBI,DAGORETTI,67VW,20405158,MUKARARA MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6503,NAIROBI,NAIROBI,DAGORETTI,XQKG,20405157,MUTUINI GIRLS SEC SCH,C4,PUBLIC,NONE,BOARDING,GIRLS
6504,NAIROBI,NAIROBI,DAGORETTI,6LBG,20405005,MUTUINI HIGH SCHOOL,C3,PUBLIC,NONE,BOARDING,MIXED
6505,NAIROBI,NAIROBI,DAGORETTI,2E6M,20405152,NDURARUA HIGH SCHOOL,C4,PUBLIC,NONE,BOARDING,MIXED
6506,NAIROBI,NAIROBI,DAGORETTI,P5US,20405004,PRECIOUS BLOOD RIRUTA,C1,PUBLIC,NONE,DAY,MIXED
6507,NAIROBI,NAIROBI,DAGORETTI,7VW,20405155,RIRUTA SATELLITE,C4,PUBLIC,NONE,DAY,MIXED
6508,NAIROBI,NAIROBI,DAGORETTI,WTGV,20405008,RUTHIMITU GIRLS SEC SCH,C3,PUBLIC,NONE,BOARDING,GIRLS
6509,NAIROBI,NAIROBI,DAGORETTI,4A53,20405006,RUTHIMITU MIXED SEC SCH,C4,PUBLIC,NONE,DAY,MIXED
6510,NAIROBI,NAIROBI,DAGORETTI,J2J5,20405007,ST. CLAIRE NEMBU GIRLS,C2,PUBLIC,NONE,BOARDING,GIRLS
6511,NAIROBI,NAIROBI,EMBAKASI,EPV8,20408029,EMBAKASI GARRISON SEC,C4,PUBLIC,NONE,DAY,MIXED
6512,NAIROBI,NAIROBI,EMBAKASI,MP2L,20408007,EMBAKASI GIRLS,C3,PUBLIC,NONE,BOARDING,GIRLS
6513,NAIROBI,NAIROBI,EMBAKASI,73KR,20408015,KAYOLE SOUTH SEC SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6514,NAIROBI,NAIROBI,EMBAKASI,FYU6,20408016,KWARE SEC,C4,PUBLIC,NONE,DAY,MIXED
6515,NAIROBI,NAIROBI,EMBAKASI,WZTB,20408020,MWANGAZA SEC,C4,PUBLIC,NONE,DAY,MIXED
6516,NAIROBI,NAIROBI,EMBAKASI,XTVU,20408014,PETER KIBUKOSYA SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
6517,NAIROBI,NAIROBI,EMBAKASI,JYAF,20408079,REUBEN SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6518,NAIROBI,NAIROBI,EMBAKASI,6YHU,20408001,THE KOMAROCK SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6520,NAIROBI,NAIROBI,KAMUKUNJI,4YMS,20402001,EASTLEIGH HIGH,C4,PUBLIC,NONE,DAY,MIXED
6521,NAIROBI,NAIROBI,KAMUKUNJI,S7BQ,20402005,KAMUKUNJI SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
6522,NAIROBI,NAIROBI,KAMUKUNJI,X2SE,20402003,MAINA WANJIGI,C3,PUBLIC,NONE,DAY,MIXED
6523,NAIROBI,NAIROBI,KAMUKUNJI,3UKL,20400008,MOI FORCES,C1,PUBLIC,NONE,DAY,MIXED
6524,NAIROBI,NAIROBI,KAMUKUNJI,SRWK,20402006,OLM SHAURI MOYO,C2,PUBLIC,NONE,DAY,MIXED
6525,NAIROBI,NAIROBI,KAMUKUNJI,YL92,20402002,ST. TERESAS,C4,PUBLIC,NONE,DAY,MIXED
6526,NAIROBI,NAIROBI,KAMUKUNJI,6MR6,20402004,UHURU SECONDARY,C2,PUBLIC,NONE,DAY,MIXED
6527,NAIROBI,NAIROBI,KAMUKUNJI,V9EL,20402013,ZAWADI,C4,PUBLIC,NONE,DAY,MIXED
6528,NAIROBI,NAIROBI,KASARANI,TWN3,20407005,BABA DOGO SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
6529,NAIROBI,NAIROBI,KASARANI,9H8E,20407065,CLAY CITY MIXED SECONDAY,C4,PUBLIC,NONE,DAY,MIXED
6530,NAIROBI,NAIROBI,KASARANI,WGLG,20407059,GARDEN ESTATE SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
6531,NAIROBI,NAIROBI,KASARANI,KZ9K,20407075,GITHURAI SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
6532,NAIROBI,NAIROBI,KASARANI,7V7J,20407079,GSU SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
6533,NAIROBI,NAIROBI,KASARANI,UNKX,20407063,HON. JOHN NJOROGE SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
6534,NAIROBI,NAIROBI,KASARANI,DCKZ,20407002,KAHAWA GARRISON SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
6535,NAIROBI,NAIROBI,KASARANI,MDNM,20407004,KAMITI SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
6536,NAIROBI,NAIROBI,KASARANI,XSU9,20407037,KARIOBANGI NORTH GIRLS,C4,PUBLIC,NONE,BOARDING,GIRLS
6537,NAIROBI,NAIROBI,KASARANI,BWWU,20407056,KASARANI TREESIDE FOR THE DEAF,C1,PUBLIC,NONE,DAY,MIXED
6538,NAIROBI,NAIROBI,KASARANI,FD3J,20407068,KIWANJA SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
6539,NAIROBI,NAIROBI,KASARANI,X7PG,20407061,MWIKI SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
6540,NAIROBI,NAIROBI,KASARANI,4JWP,20407001,OUR LADY OF FATIMA SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
6541,NAIROBI,NAIROBI,KASARANI,YT6P,20407003,RUARAKA HIGH SCHOOL,C4,PUBLIC,NONE,BOARDING,MIXED
6542,NAIROBI,NAIROBI,KASARANI,KJTC,20400009,STAREHE GIRLS,C1,PUBLIC,NONE,BOARDING,GIRLS
6543,NAIROBI,NAIROBI,KASARANI,YGUP,20407078,TJ KAJWANG',C4,PUBLIC,NONE,DAY,MIXED
6552,NAIROBI,NAIROBI,LANGATA,EZAV,20404022,KAREN C GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
6553,NAIROBI,NAIROBI,LANGATA,K5UA,20404005,KONGONI MIXED SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
6554,NAIROBI,NAIROBI,LANGATA,J72C,20404032,LANGATA BARRACKS MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6555,NAIROBI,NAIROBI,LANGATA,9AAU,20404001,LANGATA HIGH SCHOOL,C2,PUBLIC,NONE,BOARDING,MIXED
6556,NAIROBI,NAIROBI,LANGATA,ND22,20404052,PCEA BOOTH GIRLS NGONG FOREST,C3,PUBLIC,NONE,BOARDING,GIRLS
6557,NAIROBI,NAIROBI,MAKADARA,FCSK,20401001,AQUINAS HIGH,C2,PUBLIC,NONE,DAY,MIXED
6558,NAIROBI,NAIROBI,MAKADARA,PF86,20401007,BURUBURU GIRLS SECONDARY,C1,PUBLIC,NONE,BOARDING,GIRLS
6559,NAIROBI,NAIROBI,MAKADARA,MA68,20401002,HIGHWAY SECONDARY,C2,PUBLIC,NONE,DAY,MIXED
6560,NAIROBI,NAIROBI,MAKADARA,42VP,20401003,HURUMA GIRLS HIGH,C2,PUBLIC,NONE,BOARDING,GIRLS
6561,NAIROBI,NAIROBI,MAKADARA,QLFR,20401008,MAKONGENI HIGH,C4,PUBLIC,NONE,DAY,MIXED
6562,NAIROBI,NAIROBI,MAKADARA,QRWK,20401250,NAIROBI SOUTH SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
6563,NAIROBI,NAIROBI,MAKADARA,2JTD,20401006,NILE ROAD SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
6564,NAIROBI,NAIROBI,MAKADARA,STEN,20401005,OFAFA JERICHO HIGH,C2,PUBLIC,NONE,DAY,MIXED
6565,NAIROBI,NAIROBI,MAKADARA,83B8,20401004,OUR LADY OF MERCY SECONDARY,C2,PUBLIC,NONE,DAY,MIXED
6566,NAIROBI,NAIROBI,MAKADARA,RTG8,20401021,ST PATRICK NBI MIXED SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
6567,NAIROBI,NAIROBI,MAKADARA,K4LV,20401020,ST. ANNES GIRLS SECONDARY,C2,PUBLIC,NONE,BOARDING,GIRLS
6568,NAIROBI,NAIROBI,MAKADARA,PTKZ,20401249,STAR OF HOPE SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
6569,NAIROBI,NAIROBI,MATHARE,6D74,20411013,HURUMA MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6570,NAIROBI,NAIROBI,MATHARE,4D84,20411014,MATHARI MIXED SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
6571,NAIROBI,NAIROBI,MATHARE,GBTE,20411004,NDURURUNO SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
6572,NAIROBI,NAIROBI,MATHARE,2WHH,20411001,ST.TERESA'S GIRLS SEC. SCHOOL,C3,PUBLIC,NONE,BOARDING,GIRLS
6589,NAIROBI,NAIROBI,STAREHE,X3KC,20403025,CGHU MIXED SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
6590,NAIROBI,NAIROBI,STAREHE,5KFH,20403024,COUNTY GIRLS,C3,PUBLIC,NONE,BOARDING,GIRLS
6591,NAIROBI,NAIROBI,STAREHE,H6QR,20403002,DR. RIBERIO PARKLANDS,C2,PUBLIC,NONE,DAY,MIXED
6592,NAIROBI,NAIROBI,STAREHE,NKPF,20403001,JAMHURI HIGH,C2,PUBLIC,NONE,DAY,MIXED
6593,NAIROBI,NAIROBI,STAREHE,VC7M,20403004,NGARA GIRLS,C2,PUBLIC,NONE,BOARDING,GIRLS
6594,NAIROBI,NAIROBI,STAREHE,DZNA,20400006,PANGANI GIRLS,C1,PUBLIC,NONE,BOARDING,GIRLS
6595,NAIROBI,NAIROBI,STAREHE,9QDT,20403003,PUMWANI BOYS,C2,PUBLIC,NONE,BOARDING,BOYS
6596,NAIROBI,NAIROBI,STAREHE,ZQXT,20403026,PUMWANI GIRLS,C4,PUBLIC,NONE,BOARDING,GIRLS
6597,NAIROBI,NAIROBI,STAREHE,YS3B,20400004,STAREHE BOYS,C1,PUBLIC,NONE,BOARDING,BOYS
6598,NAIROBI,NAIROBI,WESTLANDS,ZUN7,20406031,FARASI LANE,C4,PUBLIC,NONE,DAY,MIXED
6599,NAIROBI,NAIROBI,WESTLANDS,HUTR,20406019,HIGHRIDGE GIRLS,C2,PUBLIC,NONE,BOARDING,GIRLS
6600,NAIROBI,NAIROBI,WESTLANDS,6J98,20406009,HOSPITAL HILL HIGH,C2,PUBLIC,NONE,DAY,MIXED
6601,NAIROBI,NAIROBI,WESTLANDS,56Y9,20406032,KABETE VETLAB,C4,PUBLIC,NONE,DAY,MIXED
6602,NAIROBI,NAIROBI,WESTLANDS,ZSQY,20406007,KANGEMI HIGH,C3,PUBLIC,NONE,DAY,MIXED
6603,NAIROBI,NAIROBI,WESTLANDS,UX27,20400003,KENYA HIGH SCH,C1,PUBLIC,NONE,DAY,MIXED
6604,NAIROBI,NAIROBI,WESTLANDS,9C88,20406018,LAVINGTON GIRLS,C3,PUBLIC,NONE,BOARDING,GIRLS
6605,NAIROBI,NAIROBI,WESTLANDS,BJ3P,20406034,LORESHO SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
6606,NAIROBI,NAIROBI,WESTLANDS,QAVM,20406033,N. HIGHRIDGE SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
6607,NAIROBI,NAIROBI,WESTLANDS,GHXC,20400002,NAIROBI SCH,C1,PUBLIC,NONE,DAY,MIXED
6608,NAIROBI,NAIROBI,WESTLANDS,QZ9P,20406001,PARKLANDS ARYA GIRLS,C2,PUBLIC,NONE,BOARDING,GIRLS
6609,NAIROBI,NAIROBI,WESTLANDS,8XQJ,20406011,ST GEORGES GIRLS,C1,PUBLIC,NONE,BOARDING,GIRLS
6610,NAIROBI,NAIROBI,WESTLANDS,6BMW,20406012,STATE HOUSE BOYS,C3,PUBLIC,NONE,BOARDING,BOYS
6611,NAIROBI,NAIROBI,WESTLANDS,HFQ3,20406002,STATE HOUSE GIRLS,C1,PUBLIC,NONE,BOARDING,GIRLS
6612,RIFT VALLEY,NAKURU,GILGIL,5HXX,27570232,ARTHUR MAGUGU SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6613,RIFT VALLEY,NAKURU,GILGIL,VCWH,27570207,COULSON GIRLS' SECONDARY SCHOOL,C3,PUBLIC,NONE,BOARDING,GIRLS
6614,RIFT VALLEY,NAKURU,GILGIL,J6BT,27570205,COULSON SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
6615,RIFT VALLEY,NAKURU,GILGIL,BQ2A,27570213,EBURRU SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6616,RIFT VALLEY,NAKURU,GILGIL,GTVM,27570238,ECHARIRIA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6617,RIFT VALLEY,NAKURU,GILGIL,T96L,27570202,GILGIL DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6618,RIFT VALLEY,NAKURU,GILGIL,WNEA,27570227,GILGIL GARRISON DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6619,RIFT VALLEY,NAKURU,GILGIL,QDGE,27570234,GILGIL GIRLS' HIGH SCHOOL,C3,PUBLIC,NONE,BOARDING,GIRLS
6620,RIFT VALLEY,NAKURU,GILGIL,4FRL,27570242,GILGIL TOWN SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6621,RIFT VALLEY,NAKURU,GILGIL,HVZY,27570221,GITARE SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6622,RIFT VALLEY,NAKURU,GILGIL,ULZK,27570104,KAHUHO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6623,RIFT VALLEY,NAKURU,GILGIL,YSW8,27570259,KAMATHATHA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6624,RIFT VALLEY,NAKURU,GILGIL,AWW3,27570256,KARIANDUSI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6625,RIFT VALLEY,NAKURU,GILGIL,J933,27570204,KARUNGA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6626,RIFT VALLEY,NAKURU,GILGIL,SAQ8,27570225,KEKOPEY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6627,RIFT VALLEY,NAKURU,GILGIL,ZJ45,27570244,KIUNGURURIA MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6628,RIFT VALLEY,NAKURU,GILGIL,JS6H,27570201,KOELEL FORCES ACADEMY,C2,PUBLIC,NONE,DAY,MIXED
6629,RIFT VALLEY,NAKURU,GILGIL,5P97,27570106,KONGASIS SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6630,RIFT VALLEY,NAKURU,GILGIL,PWQV,27570206,LADY ANN DELAMERE SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6631,RIFT VALLEY,NAKURU,GILGIL,UWT8,27570103,MITIMINGI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6632,RIFT VALLEY,NAKURU,GILGIL,66TS,27570257,MOROP SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6633,RIFT VALLEY,NAKURU,GILGIL,9M3N,27570101,MUGAA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6634,RIFT VALLEY,NAKURU,GILGIL,MCHF,27570105,MUNANDA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6635,RIFT VALLEY,NAKURU,GILGIL,P9FL,27570102,MURIRICUA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6636,RIFT VALLEY,NAKURU,GILGIL,A7XL,27570250,MUTHAITI MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6637,RIFT VALLEY,NAKURU,GILGIL,QVVW,27570240,N.Y.S SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6638,RIFT VALLEY,NAKURU,GILGIL,DN4R,27570107,NDERIT MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6639,RIFT VALLEY,NAKURU,GILGIL,QJV6,27570108,NDIBAI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6640,RIFT VALLEY,NAKURU,GILGIL,SF5G,27570247,NDOGO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6641,RIFT VALLEY,NAKURU,GILGIL,DUVM,27570219,NGECHO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6642,RIFT VALLEY,NAKURU,GILGIL,J74C,27570243,NGETETI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6643,RIFT VALLEY,NAKURU,GILGIL,H4E4,27570226,NGUMO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6644,RIFT VALLEY,NAKURU,GILGIL,QHVS,27570109,OLJORAI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6645,RIFT VALLEY,NAKURU,GILGIL,7THF,27570110,TANGI TANO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6646,RIFT VALLEY,NAKURU,GILGIL,H5JC,27570224,THUGUNUI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6647,RIFT VALLEY,NAKURU,GILGIL,D3WB,27500008,UTUMISHI BOYS ACADEMY,C1,PUBLIC,NONE,BOARDING,BOYS
6648,RIFT VALLEY,NAKURU,GILGIL,RE74,27500010,UTUMISHI GIRLS ACADEMY,C1,PUBLIC,NONE,BOARDING,GIRLS
6649,RIFT VALLEY,NAKURU,GILGIL,3NVF,27570210,WOODARD LANGALANGA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6762,RIFT VALLEY,NAKURU,NAIVASHA,RTLD,27537319,ENAIPOSHA GIRLS HIGH SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
6763,RIFT VALLEY,NAKURU,NAIVASHA,85KV,27537327,GATAMAIYU SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6764,RIFT VALLEY,NAKURU,NAIVASHA,P5SK,27537323,GITUAMBA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6765,RIFT VALLEY,NAKURU,NAIVASHA,BR7U,27537313,GITURU SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6766,RIFT VALLEY,NAKURU,NAIVASHA,QPWP,27537512,GOVERNOR SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6767,RIFT VALLEY,NAKURU,NAIVASHA,ETY5,27537345,KARAI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6768,RIFT VALLEY,NAKURU,NAIVASHA,8NPW,27537503,KARIMA MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6769,RIFT VALLEY,NAKURU,NAIVASHA,ACDH,27537502,KIAMBOGO SECONDARY SCHOOL,C2,PUBLIC,NONE,DAY,MIXED
6770,RIFT VALLEY,NAKURU,NAIVASHA,AREG,27537509,KIJABE TOWNSHIP SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6771,RIFT VALLEY,NAKURU,NAIVASHA,A22L,27537314,KINUNGI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6772,RIFT VALLEY,NAKURU,NAIVASHA,HG4F,27537414,KIPKONYO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6773,RIFT VALLEY,NAKURU,NAIVASHA,WRPC,27537504,LONGONOT TOWNSHIP SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6774,RIFT VALLEY,NAKURU,NAIVASHA,YCA3,27537501,MAAI-MAHIU BOYS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,BOYS
6775,RIFT VALLEY,NAKURU,NAIVASHA,7GER,27537505,MAAI-MAHIU GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
6776,RIFT VALLEY,NAKURU,NAIVASHA,CEJU,27537333,MAGEREZA ACADEMY,C2,PUBLIC,NONE,DAY,MIXED
6777,RIFT VALLEY,NAKURU,NAIVASHA,463R,27537416,MAIELLA CENTRAL SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6778,RIFT VALLEY,NAKURU,NAIVASHA,SRAD,27537402,MAIELLA TOWNSHIP SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6779,RIFT VALLEY,NAKURU,NAIVASHA,SSHN,27537309,MARAIGUSHU SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6780,RIFT VALLEY,NAKURU,NAIVASHA,TKBT,27537418,MAUA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6781,RIFT VALLEY,NAKURU,NAIVASHA,VEZH,27537330,MILIMANI HIGH SCHOOL,C4,PUBLIC,NONE,BOARDING,MIXED
6782,RIFT VALLEY,NAKURU,NAIVASHA,Q4MN,27537401,MIRERA HIGH SCHOOL,C4,PUBLIC,NONE,BOARDING,MIXED
6783,RIFT VALLEY,NAKURU,NAIVASHA,48TH,27537410,MOI NDABI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6784,RIFT VALLEY,NAKURU,NAIVASHA,7TWV,27537311,MUNUNGA HIGH SCHOOL,C4,PUBLIC,NONE,BOARDING,MIXED
6785,RIFT VALLEY,NAKURU,NAIVASHA,D8XP,27537322,MUNYU SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6786,RIFT VALLEY,NAKURU,NAIVASHA,F5WF,27537304,MWICIRINGIRI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6787,RIFT VALLEY,NAKURU,NAIVASHA,YN7V,27537308,NAIVASHA DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6788,RIFT VALLEY,NAKURU,NAIVASHA,8KPJ,27537301,NAIVASHA GIRLS SECONDARY SCHOOL,C1,PUBLIC,NONE,BOARDING,GIRLS
6789,RIFT VALLEY,NAKURU,NAIVASHA,EU79,27537303,NAIVASHA HIGH SCHOOL,C2,PUBLIC,NONE,BOARDING,MIXED
6790,RIFT VALLEY,NAKURU,NAIVASHA,KHWK,27537347,NAIVASHA HIGHWAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6791,RIFT VALLEY,NAKURU,NAIVASHA,BCJL,27537511,NAMUNCHA PEACE SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6792,RIFT VALLEY,NAKURU,NAIVASHA,KDNJ,27537415,NDABIBI MAIN SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6793,RIFT VALLEY,NAKURU,NAIVASHA,RPTZ,27537403,NDABIBI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6794,RIFT VALLEY,NAKURU,NAIVASHA,3H48,27537525,NGEYA GIRLS' SECONDARY SCHOOL,C4,PUBLIC,NONE,BOARDING,GIRLS
6795,RIFT VALLEY,NAKURU,NAIVASHA,BLZ8,27537412,NGONDI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6796,RIFT VALLEY,NAKURU,NAIVASHA,CXHL,27537335,NORTH KARATI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6797,RIFT VALLEY,NAKURU,NAIVASHA,CTC5,27537332,NYAKAIRU SENIORS SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6798,RIFT VALLEY,NAKURU,NAIVASHA,BMGD,27537338,NYAMATHI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6799,RIFT VALLEY,NAKURU,NAIVASHA,M2PY,27537316,NYONDIA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6800,RIFT VALLEY,NAKURU,NAIVASHA,VFZ6,27537305,NYONJORO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6801,RIFT VALLEY,NAKURU,NAIVASHA,BWJS,27537411,RUBIRI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6802,RIFT VALLEY,NAKURU,NAIVASHA,23A8,27537340,RUTERE SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6803,RIFT VALLEY,NAKURU,NAIVASHA,85A6,27537409,ST.ANDREW'S TARABETE SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
6804,RIFT VALLEY,NAKURU,NAIVASHA,STGJ,27537348,UNITY HIGH SCHOOL,C4,PUBLIC,NONE,BOARDING,MIXED
6805,RIFT VALLEY,NAKURU,NAKURU,YFSM,27570212,LAKE ELEMENTAITA,C4,PUBLIC,NONE,DAY,MIXED
6834,RIFT VALLEY,NAKURU,NAKURU,NORTH,5723,27536201 JOMO KENYATTA BOYS HIGH SCHOOL,C1,PUBLIC,NONE,BOARDING,BOYS
6850,RIFT VALLEY,NAKURU,NAKURU,NORTH,5972,27536305 RIGOGO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
