Serial_No,School_Code,School_Name,Category,Type,Cluster
6992,36628116,NAMUSASI SECONDARY SCHOOL,Sub County,Mixed,
6993,36628117,ST PETER 'S SIBOTI SECONDARY SCHOOL,Sub County,Mixed,
6994,36628119,ST JUDE MUANDA SECONDARY SCHOOL,Sub County,Mixed,
6995,36628120,ST.MARY MAGDALINE KIMATUNI GIRLS HIGH SCHOOL,Sub County,Mixed,
6996,36628121,ST. ELIZABETH LUNAO MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
6997,36628122,NAKHWANA SECONDARY SCHOOL,Sub County,Mixed,
6998,36628123,ST.PETER'S SYEKUMULO SECONDARY SCHOOL,Sub County,Mixed,
6999,36628124,ST. MARY'S SECONDARY SCHOOL - MUKHUMA,Sub County,Mixed,
7000,36628125,ST VERONICA MASUNO SECONDARY SCHOOL,Sub County,Mixed,
7001,36628126,ST. ANTONY NABUREREYA SECONDARY SCHOOL,Sub County,Mixed,
7002,36628127,MUKWA SECONDARY SCHOOL,Sub County,Mixed,
7003,36628128,ST. PETERS NAMAIKA SECONDARY SCHOOL,Sub County,Mixed,
7004,36628129,ST MARY'S NAMATOTOA SECONDARY SCHOOL,Sub County,Mixed,
7005,36628130,ST. ELIZABETH MALINDA SECONDARY,Sub County,Mixed,
7006,36628131,ST. KIZITO MASIELO SECONDARY SCHOOL,Sub County,Mixed,
7007,36628132,BISUCHE ACK SECONDARY SCHOOL,Sub County,Mixed,
7008,36628133,THE SALVATION ARMY KIMATUNI SECONDARY SCHOOL,Sub County,Mixed,
7009,36628134,ST. JUDE SYOYA SECONDARY SCHOOL,Sub County,Mixed,
7010,36628135,BUMULA BOYS SECONDARY SCHOOL,Sub County,Boys,
7011,36628136,FRIENDS SCHOOL KISIOYI SECONDARY SCHOOL,Sub County,Mixed,
7012,36628137,ST JUDE NAMANZE SECONDARY SHOOL,Sub County,Mixed,
7013,36628138,ST MARYS NG'OLI SECONDARY SCHOOL,Sub County,Mixed,
7014,36628139,MACHWELE SECONDARY SCHOOL,Sub County,Mixed,
7015,36628140,MT CARMEL GIRLS SECONDARY SCHOOL,Sub County,Girls,
7016,36628141,ST.PAUL BUNAMBOBI SECONDARY SCHOOL,Sub County,Mixed,
7017,36628142,ST. ANTHONY TULUKUYI SECONDARY SCHOOL,Sub County,Mixed,
7018,36628144,MIKOKWE ACK SECONDARY SCHOOL,Sub County,Mixed,
7019,36628145,2 0K2H0A KYCOP ME MSEKC SOENCDOANRDYA SRCYH SOCOHLO COHLOICES LIST,Sub County,Mixed,
7020,36628148,ACK MUNGORE BOYS SECONDARY SCHOOL,Sub County,Boys,
7021,36628149,ST JOSEPH'S BUKIRIMO SECONDARY SCHOOL,Sub County,Mixed,
7022,36628150,ST PAUL'S WAMUNYIRI SECONDARY SCHOOL,Sub County,Mixed,
7023,36628151,KIJANA WAMALWA MEMORIAL SCHOOL MWOMO,Sub County,Mixed,
7024,36630202,CHESIKAKI R.C SECONDARY SCHOOL,Sub County,Mixed,
7025,36630205,CHEPKUBE S.A SECONDARY SCHOOL,Sub County,Mixed,
7026,36630206,CHEPKUBE A.C.K SECONDARY SCHOOL,Sub County,Mixed,
7027,36630208,KIPSIS SECONDARY SCHOOL,Sub County,Mixed,
7028,36630209,MULATIWA SECONDARY SCHOOL,Sub County,Mixed,
7029,36630210,CHESIRO S.A MIXED SECONDARY SCHOOL,Sub County,Mixed,
7030,36630211,S A NALONDO GIRLS SECONDARY SCHOOL,Sub County,Girls,
7031,36630301,CHELEBEI SECONDARY SCHOOL,Sub County,Mixed,
7032,36630303,MASAEK SECONDARY SCHOOL,Sub County,Mixed,
7033,36630304,TEREM S A SECONDARY SCHOOL,Sub County,Mixed,
7034,36630306,KAPKIRWOK MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
7035,36630307,ST. JOHN'S CHEPYUK SECONDARY SCHOOL,Sub County,Mixed,
7036,36630308,KEBEE S.A SECONDARY SCHOOL,Sub County,Mixed,
7037,36630309,ST. JUDE KAIMUGUL MIXED SECONDARY SCHOOL,Sub County,Mixed,
7038,36630310,ST. PETERS CHEPTONON SECONDARY SCHOOL,Sub County,Mixed,
7039,36635004,FRIENDS SECONDARY SCHOOL MILANI,Sub County,Mixed,
7040,36635007,SIRENDE SECONDARY SCHOOL,Sub County,Mixed,
7041,36635008,KITUNI SECONDARY SCHOOL,Sub County,Mixed,
7042,36635009,SITIKHO FRIENDS SECONDARY SCHOOL,Sub County,Mixed,
7043,36635013,MAHANGA SECONDARY SCHOOL,Sub County,Mixed,
7044,36635014,MANG'ANA SECONDARY SCHOOL,Sub County,Mixed,
7045,36635015,FRIENDS SECONDARY SCHOOL MALAHA,Sub County,Mixed,
7046,36635016,MIENDO FRIENDS SECONDARY SCHOOL,Sub County,Mixed,
7047,36635017,2 0S2T0 M KACRPYES S EBCOOKNODLIA SREYC SOCNHDOAORLY C SHCOHICOEOSL LIST,Sub County,Mixed,
7048,36635018,LUMONYA SECONDARY SCHOOL,Sub County,Mixed,
7049,36635019,NGWELO FRIENDS SECONDARY SCHOOL,Sub County,Mixed,
7050,36635020,MISIKHU R.C HIGH SCHOOL,Sub County,Mixed,
7051,36635021,FRIENDS SECONDARY SCHOOL KUYWA,Sub County,Mixed,
7052,36635022,SIRISIA BOK SECONDARY SCHOOL,Sub County,Mixed,
7053,36635023,MICHAEL WAMALWA FRIENDS SECONDARY SCHOOL,Sub County,Mixed,
7054,36635024,WEBUYE D.E.B. SECONDARY SCHOOL,Sub County,Mixed,
7055,36635025,FRIENDS SECONDARY SCHOOL NAMBAMI,Sub County,Mixed,
7056,36635026,FRIENDS LUGULU MIXED SECONDARY SCHOOL,Sub County,Mixed,
7057,36635027,ST.ANDREWS MATULO SECONDARY SCHOOL,Sub County,Mixed,
7058,36635028,BUNJOSI FRIENDS SECONDARY SCHOOL,Sub County,Mixed,
7059,36635030,ST ANNE'S MALOHO SECONDARY SCHOOL,Sub County,Mixed,
7060,36635031,FRIENDS SECONDARY SCHOOL-YALUSI,Sub County,Mixed,
7061,36635032,FRIENDS SECONDARY SCHOOL - KHALUMULI,Sub County,Mixed,
7062,36635033,S.A CHEBOSI GIRLS SECONDARY SCHOOL,Sub County,Girls,
7063,36635034,BUNANG'ENI FRIENDS SECONDARY SCHOOL,Sub County,Mixed,
7064,36635035,MILO FRIENDS GIRLS SECONDARY SCHOOL,Sub County,Girls,
7065,36635036,MOYOKWE S.A SECONDARY SCHOOL,Sub County,Mixed,
7066,36636003,MULIRO SECONDARY SCHOOL,Sub County,Mixed,
7067,36636004,NAMUNYIRI GIRLS SECONDARY SCHOOL,Sub County,Girls,
7068,36636006,TABANI FRIENDS SECONDARY SCHOOL,Sub County,Mixed,
7069,36636007,A.I.C. JAMES MWEI SECONDARY SCHOOL,Sub County,Mixed,
7070,36636008,BISHOP ATUNDO SECONDARY SCHOOL - MABUSI,Sub County,Mixed,
7071,36636011,ST JOSEPHS' SECONDARY SCHOOL - BINYENYA,Sub County,Mixed,
7072,36636012,ST JULIANA SECONDARY SCHOOL NARATI,Sub County,Mixed,
7073,36636013,BUNAMBO SECONDARY SCHOOL,Sub County,Mixed,
7074,36636014,LUKHUNA FRIENDS SECONDARY SCHOOL,Sub County,Mixed,
7075,36636015,2 0B2IR0U KNCDPAE PSEACGO SNEDCAORNYD SACRHYO SOCLH COHOOLICES LIST,Sub County,Mixed,
7076,36636016,MILIMANI S.A SECONDARY SCHOOL,Sub County,Mixed,
7077,36636017,NYANGE P.A.G SECONDARY SCHOOL,Sub County,Mixed,
7078,36636018,ST MARY'S MWIKHUPO SECONDARY SCHOOL,Sub County,Mixed,
7079,36636019,TONGAREN DEB MIXED SECONDARY SCHOOL,Sub County,Mixed,
7080,36636020,FRIENDS SECONDARY SCHOOL KIMININI,Sub County,Mixed,
7081,36636021,MANYASA FRIENDS SECONDARY SCHOOL,Sub County,Mixed,
7082,36636022,MILELE FRIENDS SECONDARY SCHOOL,Sub County,Mixed,
7083,36636023,ST.ANNE SIANGALAMWE SECONDARY SCHHOL,Sub County,Mixed,
7084,36636024,MAKOLOLWE P.A.G SECONDARY SCHOOL,Sub County,Mixed,
7085,37603004,SHIEYWE SECONDARY SCHOOL,Sub County,Mixed,
7086,37603007,KAKAMEGA TOWNSHIP SECONDARY SCHOOL,Sub County,Mixed,
7087,37603010,KAKAMEGA MUSLIM SECONDARY SCHOOL,Sub County,Mixed,
7088,37603011,MWIYALA MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
7089,37603012,EBWAMBWA SECONDARY SCHOOL,Sub County,Mixed,
7090,37603013,ST. AUGUSTINE ROSTERMAN SECONDARY SCHOOL,Sub County,Mixed,
7091,37603014,ST. CAROL LWANGA MARABA SECONDARY SCHOOL,Sub County,Mixed,
7092,37603101,MWANGAZA SECONDARY SCHOOL,Sub County,Mixed,
7093,37603102,ST.THOMAS AQUINAS SECONDARY SCHOOL - ESHISIRU,Sub County,Mixed,
7094,37603103,ST. PATRICK'S IKONYERO SECONDARY SCHOOL,Sub County,Mixed,
7095,37603106,ST FRANCIS XAVIER SHIKOTI MIXED SECONDARY,Sub County,Mixed,
7096,37603107,ESHIBEYE SECONDARY SCHOOL,Sub County,Mixed,
7097,37603108,INDANGALASIA SECONDARY SCHOOL,Sub County,Mixed,
7098,37603109,IBINZO GIRLS SECONDARY SCHOOL,Sub County,Girls,
7099,37603110,KILIMO GIRLS SECONDARY SCHOOL,Sub County,Girls,
7100,37603111,ESOKONE SECONDARY SCHOOL,Sub County,Mixed,
7101,37603112,EMATETIE SECONDARY SCHOOL,Sub County,Mixed,
7102,37603113,ST.LUKES SHISANGO GIRLS SECONDARY SCHOOL,Sub County,Girls,
7103,37607003,2 0F2O0R KECSPTEA LS ESC.AO NSEDCAORNY DSACRHYO OSCL HCOHOOLICES LIST,Sub County,Mixed,
7104,37607004,MUGUNGA SECONDARY SCHOOL,Sub County,Mixed,
7105,37607005,MUNYUKI MIXED SECONDARY SCHOOL,Sub County,Mixed,
7106,37607006,LUMAMA SECONDARY SCHOOL,Sub County,Mixed,
7107,37607007,MANYONYI SECONDARY SCHOOL,Sub County,Mixed,
7108,37607008,MBAYA SECONDARY SCHOOL,Sub County,Mixed,
7109,37607009,ST. FRANCIS MAJENGO SECONDARY SCHOOL,Sub County,Mixed,
7110,37607010,LUMAKANDA TOWNSHIP SECONDARY SCHOOL,Sub County,Mixed,
7111,37607011,MWAMBA SECONDARY SCHOOL,Sub County,Mixed,
7112,37607012,SAVALA SECONDARY SCHOOL,Sub County,Mixed,
7113,37607013,AYUB SAVULA SECONDARY SCHOOL,Sub County,Mixed,
7114,37607102,MUKUYU GIRLS SECONDARY SCHOOL,Sub County,Girls,
7115,37607105,ST. AUGUSTINE MLIMANI SECONDARY SCHOOL,Sub County,Mixed,
7116,37607107,IMMACULATE HEART SECONDARY SCHOOL,Sub County,Mixed,
7117,37607108,FRIENDS MUKONGE SECONDARY SCHOOL,Sub County,Mixed,
7118,37607109,SIPANDE SECONDARY SCHOOL,Sub County,Mixed,
7119,37607110,LWANDA LUGARI SECONDARY SCHOOL,Sub County,Mixed,
7120,37607111,ST.BONIFACE MBAGARA SECONDARY SCHOOL,Sub County,Mixed,
7121,37607115,MACHO MUSLIM SECONDARY SCHOOL,Sub County,Mixed,
7122,37607116,IVONA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7123,37607204,LUNYITO SECONDARY SCHOOL,Sub County,Mixed,
7124,37607205,HOLY FAMILY MUSEMBE SECONDARY SCHOOL,Sub County,Mixed,
7125,37607206,MUFUTU SECONDARY SCHOOL,Sub County,Mixed,
7126,37607207,ST. CHARLES LWANGA KOROMAITI SECONDARY SCHOOL,Sub County,Mixed,
7127,37607208,FRIENDS HIGH SCHOOL ANGAYU,Sub County,Mixed,
7128,37607209,THE SALVATION ARMY MBAJO SECONDARY SCHOOL,Sub County,Mixed,
7129,37608001,BUKOLWE SECONDARY SCHOOL,Sub County,Mixed,
7130,37608002,BUMAMU SECONDARY SCHOOL,Sub County,Mixed,
7131,37608006,2 0IN2A0Y KAC MPEIX SEEDC OSNECDOANRDY ASRCYH OSOCHL OCHOOLICES LIST,Sub County,Mixed,
7132,37608007,LUNZA SECONDARY SCHOOL,Sub County,Mixed,
7133,37608008,MANYALA SECONDARY SCHOOL,Sub County,Mixed,
7134,37608009,ST. PAUL'S SHIKUNGA SECONDARY SCHOOL,Sub County,Mixed,
7135,37608010,ST MARK'S BULANDA MIXED SECONDARY,Sub County,Mixed,
7136,37608011,SHIRAHA SECONDARY SCHOOL,Sub County,Mixed,
7137,37608012,SHINAMWENYULI SECONDARY SCHOOL,Sub County,Mixed,
7138,37608013,IBOKOLO MIXED SECONDARY SCHOOL,Sub County,Mixed,
7139,37608014,ST. STEPHEN'S SHIATSALA SECONDARY SCHOOL,Sub County,Mixed,
7140,37608015,ESHITARI SECONDARY SCHOOL,Sub County,Mixed,
7141,37608016,BUCHENYA GIRLS SECONDARY SCHOOL,Sub County,Girls,
7142,37608017,IMANGA SECONDARY SCHOOL,Sub County,Mixed,
7143,37608018,MAHONDO SECONDARY SCHOOL,Sub County,Mixed,
7144,37608019,SHIBANGA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7145,37608020,SHITSITSWI SECONDARY SCHOOL,Sub County,Mixed,
7146,37608021,THE NATIVITY OF OUR LADY-MUTOMA GIRLS',Sub County,Girls,
7147,37608022,MABOLE BOYS SECONDARY SCHOOL,Sub County,Boys,
7148,37608023,ST.FRANCIS ESHIREMBE SECONDARY SCHOOL,Sub County,Mixed,
7149,37608024,ST MICHAEL MULUWA SECONDARY SCHOOL,Sub County,Mixed,
7150,37608025,ST PETER'S MUYUNDI GIRLS SECONDARY SCHOOL,Sub County,Girls,
7151,37608026,ST BENEDICT MUKOYE GIRLS SECONDARY SCHOOL,Sub County,Girls,
7152,37608027,SHIBEMBE MIXED SECONDARY SCHOOL,Sub County,Mixed,
7153,37608028,ESHIKOMERE GIRLS SECONDARY SCHOOL,Sub County,Girls,
7154,37608029,ITUTI SECONDARY SCHOOL,Sub County,Mixed,
7155,37608030,MASABA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7156,37608031,ST CECILIA LUFUMBO GIRLS SECONDARY SCHOOL,Sub County,Girls,
7157,37608032,BULULWE MIXED SECONDARY SCHOOL,Sub County,Mixed,
7158,37614101,LUGUSI SECONDARY SCHOOL,Sub County,Mixed,
7159,37614104,2 0T2A0N DKCEP SEE SCEOCNODNADRAYR SYC SHCOHOOLOL CHOICES LIST,Sub County,Mixed,
7160,37614201,IKOLI SECONDARY SCHOOL,Sub County,Mixed,
7161,37614202,KIMANGETI SECONDARY SCHOOL,Sub County,Mixed,
7162,37614203,LWANDA K SECONDARY SCHOOL,Sub County,Mixed,
7163,37614205,CHIMORONI SECONDARY SCHOOL,Sub County,Mixed,
7164,37614206,KUVASALI SECONDARY SCHOOL,Sub County,Mixed,
7165,37614207,FRIENDS SCHOOL MANG'ULIRO SECONDARY,Sub County,Mixed,
7166,37614208,ST TERESA ISANJIRO GIRLS SECONDARY,Sub County,Girls,
7167,37614210,TUMBENI SECONDARY SCHOOL,Sub County,Mixed,
7168,37614302,CHEGULO SECONDARY SCHOOL,Sub County,Mixed,
7169,37614303,LWANDETI SECONDARY SCHOOL,Sub County,Mixed,
7170,37614304,FRIENDS SECONDARY SCHOOL MATETE,Sub County,Mixed,
7171,37614305,MATSAKHA SECONDARY SCHOOL,Sub County,Mixed,
7172,37614306,NAMAGARA SECONDARY SCHOOL,Sub County,Mixed,
7173,37614307,NAMUSHIYA SECONDARY SCHOOL,Sub County,Mixed,
7174,37614308,SHIANDICHE SECONDARY SCHOOL,Sub County,Mixed,
7175,37614309,SHIVANGA SECONDARY SCHOOL,Sub County,Mixed,
7176,37614311,TOMBO SECONDARY SCHOOL,Sub County,Mixed,
7177,37614312,NAMANJA SECONDARY SCHOOL,Sub County,Mixed,
7178,37614313,FRIENDS SECONDARY SCHOOL VASHELE,Sub County,Mixed,
7179,37614315,THE SALVATION ARMY MATIOLI SECONDARY SCHOOL,Sub County,Mixed,
7180,37614401,FRIENDS SCHOOL LUKALA,Sub County,Mixed,
7181,37614402,MAVUSI SECONDARY SCHOOL,Sub County,Mixed,
7182,37614403,MUGAI SECONDARY SCHOOL,Sub County,Mixed,
7183,37614404,SAMITSI SECONDARY SCHOOL,Sub County,Mixed,
7184,37614405,FRIENDS SECONDARY SCHOOL- SHIRUGU,Sub County,Mixed,
7185,37614406,FRIENDS SECONDARY SCHOOL MUTSUMA,Sub County,Mixed,
7186,37614407,MARY GORET KALENDA GIRLS SECONDARY SCHOOL,Sub County,Girls,
7187,37614408,2 0S2A0W KACWPAE SSEECCOONNDDAARRYY SSCCHHOOOOLL CHOICES LIST,Sub County,Mixed,
7188,37614502,MAHIRA SECONDARY SCHOOL,Sub County,Mixed,
7189,37614505,SHAMONI SECONDARY SCHOOL,Sub County,Mixed,
7190,37614506,MUKHONJE 'K' MIXED SECONDARY SCHOOL,Sub County,Mixed,
7191,37614507,ST.GERALD MAYUGE SECONDARY SCHOOL,Sub County,Mixed,
7192,37614601,BUKHAKUNGA SECONDARY SCHOOL,Sub County,Mixed,
7193,37614602,LUKUME SECONDARY SCHOOL,Sub County,Mixed,
7194,37614603,BULUPI SECONDARY SCHOOL,Sub County,Mixed,
7195,37614604,ST MONICA NAMATALA GIRLS SECONDARY SCHOOL,Sub County,Girls,
7196,37614605,MANDA SECONDARY SCHOOL,Sub County,Mixed,
7197,37615002,SHIVAGALA SECONDARY SCHOOL,Sub County,Mixed,
7198,37615005,BUSHIANGALA SECONDARY SCHOOL,Sub County,Mixed,
7199,37615007,FRIENDS SCHOOL LUSIOLA,Sub County,Mixed,
7200,37615008,ST MICHAELS SHAMUSINJIRI SECONDARY SCHOOL,Sub County,Mixed,
7201,37615010,SHIVEYE SECONDARY SCHOOL,Sub County,Mixed,
7202,37615012,FRIENDS SCHOOL LIRHEMBE,Sub County,Mixed,
7203,37615014,IMBALE SECONDARY SCHOOL,Sub County,Mixed,
7204,37615015,MUSALI SECONDARY SCHOOL,Sub County,Mixed,
7205,37615016,ST. BONVENTURE SHIMANYIRO SECONDARY SCHOOL,Sub County,Mixed,
7206,37615017,IMALABA SECONDARY SCHOOL,Sub County,Mixed,
7207,37615018,OUR LADY OF ASSUMPTION SHITOLI SEC SCHOOL,Sub County,Mixed,
7208,37615019,SHIDUHA SECONDARY SCHOOL,Sub County,Mixed,
7209,37615020,ST. JOSEPH SHICHINJI SECONDARY SCHOOL,Sub County,Mixed,
7210,37615021,ST JAMES SHISESIA SECONDARY SCHOOL,Sub County,Mixed,
7211,37615022,FRIENDS SECONDARY SCHOOL LUSUI,Sub County,Mixed,
7212,37615023,FR. JOSEPH ORTNER GIRLS' SECONDARY SCHOOL,Sub County,Girls,
7213,37615024,MALINYA GIRLS SECONDARY SCHOOL,Sub County,Girls,
7214,37615025,ST. THOMAS SHIKUMU SECONDARY SCHOOL,Sub County,Mixed,
7215,37615026,2 0IV2O0N KDCAP EP .SAE.CGO SNEDCAORNYD SACRHYO SOCLH COHOOLICES LIST,Sub County,Mixed,
7216,37615028,BURENDWA SECONDARY SCHOOL,Sub County,Mixed,
7217,37615029,C.O.G EA(K)-IREMELE SECONDARY SCHOOL,Sub County,Mixed,
7218,37615030,OUR LADY QUEEN OF PEACE SHIKONDI GIRLS,Sub County,Girls,
7219,37615031,FRIENDS SCHOOL MUTAHO GIRLS' SECONDARY,Sub County,Girls,
7220,37615032,ST. FRANCIS SABANE SECONDARY SCHOOL,Sub County,Mixed,
7221,37616003,LUGALA SECONDARY SCHOOL,Sub County,Mixed,
7222,37616004,LWANDA SECONDARY SCHOOL,Sub County,Mixed,
7223,37616005,MUKHONJE SECONDARY SCHOOL,Sub County,Mixed,
7224,37616008,MUSENO SECONDARY SCHOOL,Sub County,Mixed,
7225,37616009,SHABWALI SECONDARY SCHOOL,Sub County,Mixed,
7226,37616010,SHAGUNGU SECONDARY SCHOOL,Sub County,Mixed,
7227,37616012,ST.JOSEPH MALIMILI SECONDARY SCHOOL,Sub County,Mixed,
7228,37616013,ST.JOSEPH'S MUKULUSU SECONDARY SCHOOL,Sub County,Mixed,
7229,37616015,ST. GERALD'S SHANJERO SECONDARY SCHOOL,Sub County,Mixed,
7230,37616016,ST.FRANCIS XAVIER SHIPALO SECONDARY SCHOOL,Sub County,Mixed,
7231,37616017,SHIDODO SECONDARY SCHOOL,Sub County,Mixed,
7232,37616018,BUKHAYWA SECONDARY SCHOOL,Sub County,Mixed,
7233,37616019,ILEHO FRIENDS SECONDARY SCHOOL,Sub County,Mixed,
7234,37616022,ST.MONICA LUBAO SECONDARY SCHOOL,Sub County,Mixed,
7235,37616023,P.A.G MAGALE SECONDARY SCHOOL,Sub County,Mixed,
7236,37616024,LUNYU SECONDARY SCHOOL,Sub County,Mixed,
7237,37616025,HANDIDI SECONDARY SCHOOL,Sub County,Mixed,
7238,37616026,FRIENDS SCHOOL MUGOMARI SECONDARY SCHOOL,Sub County,Mixed,
7239,37616027,SOLYO SECONDARY SCHOOL,Sub County,Mixed,
7240,37616028,FRIENDS SECONDARY SCHOOL SHITOCHI,Sub County,Mixed,
7241,37616029,FRIENDS SECONDARY SCHOOL LUGANGO,Sub County,Mixed,
7242,37616030,FRIENDS LUKUSI SECONDARY SCHOOL,Sub County,Mixed,
7243,37616031,2 0S2T0.J KOCSPEEP SHE'SC OINNGDOALROYM SOCSHIOOOL CHOICES LIST,Sub County,Mixed,
7244,37616032,ST.ANNE'S IKUYWA SECONDARY SCHOOL,Sub County,Mixed,
7245,37616033,FRIENDS SCHOOL SHILALYO,Sub County,Mixed,
7246,37616034,FRIENDS SCHOOL LIRHANDA MIXED SECONDARY,Sub County,Mixed,
7247,37616035,SHAMILOLI SECONDARY SCHOOL,Sub County,Mixed,
7248,37616036,FRIENDS SECONDARY SCHOOL - LIKHOVERO,Sub County,Mixed,
7249,37616037,SALVATION ARMY KWIRENYI,Sub County,Mixed,
7250,37616038,FRIENDS SECONDARY SCHOOL SHISWA,Sub County,Mixed,
7251,37616039,BISHOP SULUMETI MUKOMARI SECONDARY SCHOOL,Sub County,Mixed,
7252,37616040,IVAKALE S.A SECONDARY SCHOOL,Sub County,Mixed,
7253,37616041,MUSINGU DAY MIXED SECONDARY SCHOOL,Sub County,Mixed,
7254,37616042,SHIHUMBU GIRLS SECONDARY SCHOOL,Sub County,Girls,
7255,37616043,ST.PETER'S ITENYI SECONDARY SCHOOL,Sub County,Mixed,
7256,37616045,HOLY CROSS INJIRA SECONDARY SCHOOL,Sub County,Mixed,
7257,37616046,ST.GABRIEL MUNDULU SECONDARY SCHOOL,Sub County,Mixed,
7258,37616047,FRIENDS BULOVI SECONDARY SCHOOL,Sub County,Mixed,
7259,37616048,FRIENDS SCHOOL MURANDA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7260,37616049,ST.THERESA ISECHENO SECONDARY SCHOOL,Sub County,Mixed,
7261,37616050,ST. ANNES' MUNASIO GIRLS SECONDARY SCHOOL,Sub County,Girls,
7262,37616051,VIKUTSA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7263,37616052,SHIKUSA BOYS SECONDARY SCHOOL,Sub County,Boys,
7264,37617207,ST. ELIZABETH LUREKO GIRLS SECONDARY SCHOOL,Sub County,Girls,
7265,37617212,ST. ROMANO'S MATAWA SECONDARY SCHOOL,Sub County,Mixed,
7266,37617216,ST STEPHEN'S EBUBAKA SECONDARY SCHOOL,Sub County,Mixed,
7267,37617218,ST CHRISTOPHER ENYAPORA SECONDARY SCHOOL,Sub County,Mixed,
7268,37617222,SHIBALE A.C.K SECONDARY SCHOOL,Sub County,Mixed,
7269,37617223,ICHINGA MUSLIM SECONDARY SCHOOL,Sub County,Mixed,
7270,37617402,BUCHIFI MIXED SECONDARY SCHOOL,Sub County,Mixed,
7271,37617404,2 0S2T0. VKICNPCEE SNETC SOENCDOANRDYA SRCYH SOCOHLO COHLO -I CBEUST LEINSTDE,Sub County,Mixed,
7272,37617406,MUSANDA SECONDARY SCHOOL,Sub County,Mixed,
7273,37617407,ST. BEDA'S BUKAYA SECONDARY SCHOOL,Sub County,Mixed,
7274,37617408,ST.PAUL'S AHONG'NJO SECONDARY SCHOOL,Sub County,Mixed,
7275,37617409,EMUKHUWA GIRLS SECONDARY SCHOOL,Sub County,Girls,
7276,37617410,IHONJE SECONDARY SCHOOL,Sub County,Mixed,
7277,37617411,ST. MICHAELS INGUSI SECONDARY SCHOOL,Sub County,Mixed,
7278,37617412,ST. JOHN'S BUMALA SECONDARY SCHOOL,Sub County,Mixed,
7279,37617413,ST JOSEPH LUKONGO SECONDARY SCHOOL,Sub County,Mixed,
7280,37617414,A .C .K ESHIHAKA SECONDARY SCHOOL,Sub County,Mixed,
7281,37617415,ST.JOSEPH UGANA SECONDARY SCHOOL,Sub County,Mixed,
7282,37617416,ST. ELIAS IYABO SECONDARY SCHOOL,Sub County,Mixed,
7283,37624004,FRIENDS SECONDARY SCHOOL-MATURU,Sub County,Mixed,
7284,37624005,ST. MUKASA SECONDARY SCHOOL - CHIMOI,Sub County,Mixed,
7285,37624006,MUHOMO SECONDARY SCHOOL,Sub County,Mixed,
7286,37624007,MAHANGA 'K' SECONDARY SCHOOL,Sub County,Mixed,
7287,37624008,HOLY FAMILY MARUKUSI SECONDARY SCHOOL,Sub County,Mixed,
7288,37624009,NZOIA D.E.B SECONDARY SCHOOL,Sub County,Mixed,
7289,37624010,FRIENDS SECONDARY SCHOOL CHENJENI,Sub County,Mixed,
7290,37624013,LWANDETI D.E.B SECONDARY SCHOOL,Sub County,Mixed,
7291,37624014,NAMBILIMA SA SECONDARY SCHOOL,Sub County,Mixed,
7292,37624015,KULUMBENI SECONDARY SCHOOL,Sub County,Mixed,
7293,37624017,FRIENDS VUYIKA SECONDARY SCHOOL,Sub County,Mixed,
7294,37624018,MAYOYO S.A. GIRLS SECONDARY SCHOOL,Sub County,Mixed,
7295,37624020,FRIENDS MABUYE SECONDARY SCHOOL,Sub County,Mixed,
7296,37625101,EKAMBULI SECONDARY SCHOOL,Sub County,Mixed,
7297,37625103,ESHINUTSA SECONDARY SCHOOL,Sub County,Mixed,
7298,37625104,KHWISERO SECONDARY SCHOOL,Sub County,Mixed,
7299,37625105,2 0L2W0A KNCDPAE DSUECDOI SNEDCAORNYD SACRHYO SOCLH COHOOLICES LIST,Sub County,Mixed,
7300,37625107,NAMASOLI SECONDARY SCHOOL,Sub County,Mixed,
7301,37625108,ESHIBINGA SECONDARY SCHOOL,Sub County,Mixed,
7302,37625110,ST DENNIS MUNJITI SECONDARY SCHOOL,Sub County,Mixed,
7303,37625111,SHIONGO SECONDARY SCHOOL,Sub County,Mixed,
7304,37625113,EKATSOMBERO SECONDARY SCHOOL,Sub County,Mixed,
7305,37625114,EMWIRU MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
7306,37625115,MUNDAHA SECONDARY SCHOOL,Sub County,Mixed,
7307,37625116,ST STEPHEN MULWANDA SECONDARY SCHOOL,Sub County,Mixed,
7308,37625117,ST MATHEWS IKOMERO SECONDARY SCHOOL,Sub County,Mixed,
7309,37625118,MWIHILA GIRLS HIGH SCHOOL,Sub County,Girls,
7310,37625119,SHIRALI SECONDARY SCHOOL,Sub County,Mixed,
7311,37625120,ST. JOSEPH'S SHIROTSA SECONDARY SCHOOL,Sub County,Mixed,
7312,37625121,EMWANIRO SECONDARY SCHOOL,Sub County,Mixed,
7313,37625124,ST. PAUL'S MUSHINAAKA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7314,37625125,EMUTSASA GIRLS SECONDARY SCHOOL,Sub County,Girls,
